"bid","beer_name","beer_abv","beer_ibu","beer_slug","beer_style","rating_score","rating_count","auth_rating"
"630719","H?g Standard","7","97","lundabryggeriet-hog-standard","IPA - American","3.30204","1643",
"1190842","Incubus","5,2","0","oakham-ales-incubus","Red Ale - American Amber / Red","3.29755","510",
"1124084","Scorcher IPA","4,5","40","brooklyn-brewery-scorcher-ipa","IPA - Session / India Session Ale","3.40066","35385",
"1091623","Garden Wit","4,5","20","sori-brewing-garden-wit","Witbier","3.15539","399",
"88152","US Red Ale","6","0","stallhagen-us-red-ale","Red Ale - American Amber / Red","3.31776","4003",
"95244","Pekko Pale Ale","4,2","0","malmgardin-panimo-pekko-pale-ale","Pale Ale - American","3.21801","1063",
"18893","Sm?rre Ruis IPA","5,9","0","koskipanimo-plevnan-smorre-ipa","Rye Beer","3.49681","1957",
"54377","Batavier","5","0","budelse-brouwerij-batavier","Brown Ale - Belgian","2.94767","4467",
"1119907","Hellsin Bitter - Hellsinki Rockgirls","4,1","0","ruosniemen-panimo-hellsin-bitter-hellsinki-rockgirls","English Bitter","3.16435","108",
"1136304","Oud Bruin","7","30","nogne-o-oud-bruin","Sour - Flanders Oud Bruin","3.4433","2350",
"1067155","R?lssi","4,5","0","mathildedalin-kylapanimo-rolssi","K?lsch","3.10781","858",
"666453","Bouncy House IPA","4,3","86","smuttynose-brewing-co-bouncy-house-ipa","IPA - Session / India Session Ale","3.29725","24195",
"617814","Sandels Vehn?olut","4,7","14","olvi-sandels-vehna","Hefeweizen","2.83808","2052",
"8676","Landlord","4,3","35","timothy-taylor-and-co-ltd-landlord","Pale Ale - English","3.57893","26582",
"1183489","Tahdon","7","0","kiljuhanhi-tahdon","Porter - Other","0","7",
"873917","RyePA","5,6","40","game-brewery-ryepa","Rye Beer","0","9",
"1018945","1836 Classic Wheat Ale","5,3","15","hartwall-1836-classic-wheat-ale","Hefeweizen","3.04087","1725",
"836416","Dragonwort Stout","14","25","nogne-o-dragonwort-stout","Stout - Imperial / Double","4.01491","2633",
"1136306","Gamle Rygene Brun","10","30","nogne-o-gamle-rygene-brun","Strong Ale - American","3.82153","1426",
"3820","Prima Pils","5,3","0","victory-brewing-company-prima-pils","Pilsner - German","3.47036","91078",
"359621","Harju Pale Ale","5,2","45","malmgardin-panimo-harju-pale-ale","Pale Ale - American","3.42621","227",
"557137","I Wish Gluten Free IPA","5,5","82","mikkeller-i-wish-gluten-free-ipa","Gluten-Free","3.45442","11885",
"708874","Oiva Skumppa Mansikka","4,7","0","laitilan-wirvoitusjuomatehdas-oiva-skumppa-mansikka","Cider","2.43182","22",
"758208","Oiva Skumppa Kuiva Omena","4,7","0","laitilan-wirvoitusjuomatehdas-oiva-skumppa-kuiva-omena","Cider","2.59259","27",
"205531","Tin Soldier's Black Apple Cider","7,5","0","suomenlinnan-panimo-tin-soldier-s-black-apple-cider","Cider","3.50401","624",
"189124","2Late","9,5","90","brewfist-2late","IPA - Imperial / Double","3.80408","5164",
"111664","Imperial Black","7,5","82","buxton-brewery-imperial-black","IPA - Imperial / Double Black","3.90381","8039",
"1174608","Wit Trash","6,2","0","hiisi-wit-trash","IPA - White","3.08185","168",
"726190","Karjala 5.2%","5,2","21","hartwall-karjala-5-2","Lager - Euro","2.4354","1277",
"424316","DirtWolf Double IPA","8,7","65","victory-brewing-company-dirtwolf-double-ipa","IPA - Imperial / Double","3.9677","151412",
"1095458","Summer Session (2015)","5,2","22","oppigards-bryggeri-summer-session-2015","Pale Ale - American","3.57358","863",
"241059","Modus Operandi (Modus Vivendi)","7","0","the-wild-beer-co-modus-operandi-modus-vivendi","American Wild Ale","3.64763","13395",
"1027064","Hippie Juice IPA","7,5","75","top-fuel-beer-company-hippie-juice-ipa","IPA - American","3.49158","2049",
"6868","Duvel","8,5","33","duvel-moortgat-duvel","Belgian Strong Golden Ale","3.7954","188730",
"1109488","1349 Pale Ale","6,66","0","surly-brewing-company-1349-pale-ale","Pale Ale - American","3.71161","3823",
"1027068","Hoplite Pale Ale","4,7","55","top-fuel-beer-company-hoplite-pale-ale","Pale Ale - American","3.07589","873",
"446720","Siste Dans","5,6","0","lervig-siste-dans","Pale Ale - American","3.68874","1310",
"779052","East Coast IPA","4","0","greene-king-east-coast-ipa","IPA - American","3.18141","13406",
"1183474","Humalam?ki","5,3","0","hiisi-humalamaki","Red Ale - Irish","3.21635","52",
"17458","Paulaner Hefe-Wei?bier Dunkel","5,3","12","paulaner-brauerei-paulaner-hefe-weissbier-dunkel","Dunkelweizen","3.59163","27975",
"1173237","R??peri","5,4","0","il-birrificio-rooperi","IPA - Session / India Session Ale","3.409","522",
"680493","Rukkir??k","5,9","20","pohjala-rukkiraak","Rye Beer","3.49471","7368",
"1573","Hitachino Nest White Ale","5,5","13","kiuchi-brewery-hitachino-nest-white-ale","Witbier","3.66085","61943",
"883619","Pearu IPA","6,5","40","hopster-pearu-ipa","IPA - American","3.48873","2707",
"8122","Mariestads Export","5,3","0","spendrups-bryggeri-mariestads-export","Lager - Dortmunder / Export","2.98653","26121",
"8267","Norrlands Guld Export","5,3","0","spendrups-bryggeri-norrlands-guld-export","Lager - Dortmunder / Export","2.70393","19937",
"657188","Eriksen Vinhandel Brown Ale","5,6","0","randers-bryghus-eriksen-vinhandel-brown-ale","Brown Ale - English","0","2",
"1103998","F?rsti Ale","4,5","0","suomenlinnan-panimo-forsti-ale","Golden Ale","2.84523","1268",
"1135520","Nurmi X Hiisi #1","4,5","32","hiisi-nurmi-x-hiisi-1","Pale Wheat Ale - American","3.20625","80",
"2716","Weihenstephaner Original","5,1","21","bayerische-staatsbrauerei-weihenstephan-weihenstephaner-original","Lager - Helles","3.60219","39026",
"751621","Pale Ale (Citra)","5,5","0","flying-dog-brewery-pale-ale-citra","Pale Ale - American","3.59615","442",
"1112691","Oat IPA","7,2","90","lervig-oat-ipa","IPA - American","3.65172","4739",
"53585","Single Hop Citra IPA","6,5","50","nogne-o-single-hop-citra-ipa","IPA - English","3.69945","3338",
"266181","Kuohu Amber Lager","4,7","55","mallaskoski-brewery-kuohu-amber-lager","Lager - American Amber / Red","3.00957","1332",
"1149640","Bohemian Pils","5","32","stallhagen-bohemian-pils","Pilsner - Other","3.04943","435",
"29072","Saku Kuld","5,2","0","saku-olletehas-saku-kuld","Lager - Pale","2.81688","7483",
"984757","Silkkitie","4,2","0","olutpaja-silkkitie","Spiced / Herbed Beer","2.62566","378",
"136670","8-Ball Rye IPA","6,2","65","beavertown-8-ball-rye-ipa","Rye IPA","3.81034","20360",
"1149242","Lusikka Red Rye Ale","6,2","0","hiisi-lusikka-red-rye-ale","Red Ale - American Amber / Red","3.48034","89",
"600645","Flor De La Vida","4,7","60","edge-brewing-barcelona-flor-de-la-vida","Pale Ale - American","3.49157","3738",
"1097222","Juhlava 4,5%","4,5","29","hiisi-juhlava-4-5","Specialty Grain","3.05048","208",
"11823","Schneider Weisse Mein Kristall (TAP2)","5,3","16","weisses-brauhaus-g-schneider-sohn-schneider-weisse-mein-kristall-tap2","Kristallweizen ","3.52885","5884",
"153270","San Miguel Fresca","4,4","0","grupo-mahou-san-miguel-san-miguel-fresca","Lager - Pale","2.88053","9318",
"3883","Pabst Blue Ribbon","4,6","10","pabst-brewing-company-pabst-blue-ribbon","Lager - North American Adjunct","2.77981","268626",
"1118426","Proto #8","5,5","0","malmgardin-panimo-proto-8","Pale Wheat Ale - American","3.44958","833",
"11473","Trappistes Rochefort 8","9,2","22","abbaye-notre-dame-de-saint-remy-trappistes-rochefort-8","Belgian Strong Dark Ale","3.94303","98517",
"1030585","IPA Is Dead Ella","7,2","75","brewdog-ipa-is-dead-ella","IPA - American","3.68302","5356",
"9681","Kentucky Breakfast Stout (KBS)","11,8","70","founders-brewing-co-kentucky-breakfast-stout-kbs","Stout - American Imperial / Double","4.49997","118625",
"1030586","IPA Is Dead Pioneer","7,2","75","brewdog-ipa-is-dead-pioneer","IPA - American","3.39944","4808",
"1013562","Astuva Amber Ale","5,1","40","ukonmalja-astuva-amber-ale","Red Ale - American Amber / Red","0","0",
"448779","AC/DC Premium Lager","5","15","karlsberg-brauerei-ac-dc-premium-lager","Lager - Euro","2.96463","19765",
"1015419","Saimaa Blonde Ale","4,5","16","saimaan-juomatehdas-saimaa-blonde-ale","Blonde Ale","2.99362","3018",
"594251","Bourbon Baby","5,9","50","brewdog-bourbon-baby","Scottish Ale","3.73708","9480",
"374052","Electric India","5,2","38","brewdog-electric-india","Saison / Farmhouse Ale","3.55727","23639",
"157074","Karl Friedrich","5","0","saku-olletehas-karl-friedrich","Lager - Pale","2.7501","2587",
"62409","Teleporter","5","45","summer-wine-brewery-teleporter","Porter - Other","3.56889","2348",
"973850","McMURPHY","5,3","0","hiisi-mcmurphy","Stout - Other","3.0475","100",
"1066107","Meid?n Veikko Kes?hitti Joka Kest??","4,5","0","lidl-suomi-meidan-veikko-kesahitti-joka-kestaa","Lager - Euro","2.10851","1198",
"698936","Mallas-akka","4,5","0","sauvon-panimotupa-mallas-akka","Blonde Ale","2.4375","72",
"1093029","Hamster of Doom","5,8","30","ridgeway-brewing-hamster-of-doom","Brown Ale - English","3.18219","1858",
"1030588","IPA Is Dead Mandarina Bavaria","7,2","75","brewdog-ipa-is-dead-mandarina-bavaria","IPA - American","3.56747","5488",
"904825","Vagabond Pale Ale","4,5","55","brewdog-vagabond-pale-ale","Gluten-Free","3.48419","29052",
"1030576","Hello My Name Is Little Ingrid","4,4","60","brewdog-hello-my-name-is-little-ingrid","IPA - American","3.57287","6683",
"1091600","Out of Office","4,5","50","sori-brewing-out-of-office","IPA - Session / India Session Ale","3.48524","6352",
"204305","Abraxxxas","6","0","freigeist-bierkultur-abraxxxas","Gr?tzer / Grodziskie","3.51266","9025",
"1033462","Great White Bulldog Wheat IPA","7,3","0","gotlands-bryggeri-great-white-bulldog-wheat-ipa","IPA - White","3.6132","8929",
"6204","Anchor Steam Beer","4,8","35","anchor-brewing-company-anchor-steam-beer","California Common","3.50315","177178",
"15252","Hefe-Weissbier","4,7","0","privatbrauerei-kaiserdom-hefe-weissbier","Hefeweizen","3.28301","6733",
"755395","India Pale Ale","7,3","70","maku-brewing-india-pale-ale","IPA - American","3.68113","3946",
"1101238","Impala Imperial Pils","7,5","67","coppersmith-s-brewery-impala","Pilsner - Imperial / Double","3.17929","799",
"364984","Shogun Bulldog JIPA","7,2","55","gotlands-bryggeri-shogun-bulldog-jipa","IPA - International","3.33836","9557",
"1068803","Blondi","5,7","0","hiisi-blondi","Blonde Ale","3.38372","43",
"861592","Prim?tor India Pale Ale","6,5","66","primator-primator-india-pale-ale","IPA - International","3.30873","5044",
"820885","Oktopekka (4.7%)","4,7","0","panimo-and-tislaamo-teerenpeli-oktopekka-4-7","M?rzen","2.94355","186",
"820687","Celebration Ale (2014)","6,8","65","sierra-nevada-brewing-co-celebration-ale-2014","IPA - American","3.80658","29192",
"5906","Paulaner Weissbier Kristallklar","5,2","0","paulaner-brauerei-paulaner-weissbier-kristallklar","Kristallweizen ","3.45349","11610",
"350307","Sleepy Bulldog Best Bitter","3,5","0","gotlands-bryggeri-sleepy-bulldog-best-bitter","English Bitter","2.96955","6265",
"825987","Green's India Pale Ale","6","60","green-s-green-s-india-pale-ale","Gluten-Free","3.04238","2867",
"7424","Bright Ale","4,5","30","little-creatures-brewing-bright-ale","Australian Sparkling Ale","3.45414","7491",
"1016297","Brewer's Special Belgian Wheat","4,7","15","saimaan-juomatehdas-brewer-s-special-belgian-wheat","Witbier","3.06095","1530",
"889030","Past Masters 1914 Strong X","7,3","0","fuller-smith-and-turner-past-masters-1914-strong-x","Strong Ale - English","3.63343","2166",
"1066322","JFK","5,5","0","koskipanimo-jfk","Pale Wheat Ale - American","3.26897","580",
"1074339","Panic Pale Ale","5,5","0","beer-here-panic-pale-ale","Pale Ale - American","3.28065","465",
"1077257","Orange County Sheriff IPA","6,3","0","rekolan-panimo-orange-county-sheriff-ipa","IPA - American","3.48898","363",
"293430","Galaxy IPA","6,5","100","lervig-galaxy-ipa","IPA - American","3.57935","10517",
"14764","Inferno","4","0","oakham-ales-inferno","Golden Ale","3.49584","8114",
"961061","Lutakko XXV","6,3","0","hiisi-lutakko-xxv","IPA - Black / Cascadian Dark Ale","3.4092","201",
"644969","Music Non Stop Techno POP","4,5","0","to-ol-music-non-stop-techno-pop","Pilsner - Other","3.72403","1001",
"783172","Everyday IPA","4,6","70","oppigards-bryggeri-everyday-ipa","IPA - Session / India Session Ale","3.51786","13607",
"2246","St. Andrews Amber Ale","4,6","29","belhaven-brewery-st-andrews-amber-ale","Red Ale - Other","3.30514","9735",
"854443","Insin??ri","4,7","0","ruosniemen-panimo-insinoori","IPA - Session / India Session Ale","3.21647","3020",
"19809","Sofiero Original (4.6%)","4,6","0","kopparbergs-bryggeri-sofiero-original-4-6","Lager - Pale","2.41476","1267",
"12487","Ambar Especial","5,2","0","la-zaragozana-ambar-especial","Gluten-Free","2.82333","6829",
"1056352","Palokka Riihiruis","4,5","0","hiisi-palokka-riihiruis","Smoked Beer","3.125","34",
"4820","Hite","4,3","0","hitejinro-hite-beer","Lager - North American Adjunct","2.72032","30347",
"1017460","Hanihannu","4,5","0","panimo-tislaamo-teerenpeli-hani-hannu","Spiced / Herbed Beer","2.90781","1063",
"1016125","Saimaa Vaalea Lager","4,5","21","saimaan-juomatehdas-saimaa-vaalea-lager","Lager - Pale","2.86109","1483",
"271145","Wildebeest","11","65","the-wild-beer-co-wildebeest","Stout - Imperial / Double","4.09211","4291",
"1042585","Prykmestar Nokkospils","5,2","0","vakka-suomen-panimo-osakeyhtio-prykmestar-nokkospils","Pilsner - Other","3.09842","1232",
"1013734","Iisalmi IPA (5%) ","5","55","olvi-iisalmi-ipa-5","IPA - American","3.20184","6660",
"10887","Dos Equis Special Lager","4,45","10","cerveceria-cuauhtemoc-moctezuma-s-a-de-c-v-dos-equis-special-lager","Lager - North American Adjunct","3.08585","206562",
"683760","CELIA Organic","4,5","24","zatecky-pivovar-celia-organic","Gluten-Free","2.88055","7413",
"2241","Taddy Porter","5","32","samuel-smith-s-old-brewery-taddy-porter","Porter - English","3.70896","41951",
"305204","Anchor California Lager","4,9","0","anchor-brewing-company-anchor-california-lager","Lager - Pale","3.39617","66168",
"807259","Reaktor Hello World API IPA","6,5","35","monkey-monk-reaktor-hello-world-api-ipa","IPA - Belgian","3.5083","1144",
"4586","Imperial Stout","10,5","75","founders-brewing-co-imperial-stout","Stout - Russian Imperial","4.07198","86541",
"695024","Kveldsbris","5,5","32","kinn-bryggeri-kveldsbris","Pale Ale - Belgian","3.5942","5109",
"1017634","1836 Classic Pale Ale","5,4","22","hartwall-1836-classic-pale-ale","Pale Ale - American","2.43148","1215",
"89830","Raspberry Russian Imperial Stout (2012)","9,3","70","widmer-brothers-brewing-raspberry-russian-imperial-stout-2012","Stout - Russian Imperial","3.74111","4161",
"390168","Plevnan Panimosima Panimo Sima","5","0","koskipanimo-plevnan-panimosima-panimo-sima","Mead - Other","3.38151","1152",
"29512","Vestkyst","7","100","kinn-bryggeri-vestkyst","IPA - American","3.9121","14958",
"56844","Sl?tte?l","6","30","kinn-bryggeri-slatteol","Saison / Farmhouse Ale","3.69243","7048",
"7427","Peroni Nastro Azzurro","5,1","0","birra-peroni-peroni-nastro-azzurro","Lager - Euro","3.1359","179529",
"343656","Imperial Ale","5","18","a-le-coq-imperial-ale","English Bitter","2.92255","2095",
"39010","Mufloni S?ppi APA","6","0","panimoravintola-beer-hunter-s-mufloni-sappi-apa","Pale Ale - American","3.48463","2553",
"733398","Peter, Pale and Mary Gluten Free","4,6","0","mikkeller-peter-pale-and-mary-gluten-free","Gluten-Free","3.44875","8557",
"933029","Keisari 2nd Avenue","4,3","25","nokian-panimo-keisari-2nd-avenue","Lager - Vienna","2.90245","3347",
"821394","Wasa Pale Ale","4,2","0","vakka-suomen-panimo-osakeyhtio-wasa-pale-ale","Pale Ale - English","2.79836","305",
"3573","Porteris","6,8","23","aldaris-porteris","Porter - Baltic","3.34132","2765",
"584756","Kukko Vehn?","4,7","15","laitilan-wirvoitusjuomatehdas-kukko-vehna","Hefeweizen","2.93407","1934",
"392194","Tennent's Stout","4,7","0","tennent-s-caledonian-brewery-tennent-s-stout","Stout - Other","3.37415","3093",
"953370","Kangasala Olut 150 Juhlaolut","4,5","20","pyynikin-kasityolaispanimo-kangasala-olut-150-juhlaolut","Blonde Ale","2.98077","39",
"159156","Kievari Humalainen","4,5","61","laitilan-wirvoitusjuomatehdas-kievari-humalainen","IPA - English","2.95544","836",
"1008387","Olutmestarin B?rliineri","3,8","0","sinebrychoff-olutmestarin-barliineri","Sour - Berliner Weisse","2.81296","544",
"42406","Jubileum","4,7","15","kinn-bryggeri-jubileum","Witbier","3.4464","6521",
"734605","Great White Hype","5,6","0","cap-brewery-great-white-hype","IPA - White","3.22511","4961",
"5483","Baltika #9 Extra","8","0","baltika-breweries-baltika-baltika-9-extra","Lager - Euro Strong","3.02239","14335",
"15040","Old Empire IPA","5,7","35","marston-s-brewery-old-empire-ipa","IPA - English","3.29164","19166",
"799438","This. Is. Lager.","4,7","40","brewdog-this-is-lager","Pilsner - Other","3.28786","18656",
"969199","Karhu Huurre","4,6","17","sinebrychoff-karhu-huurre","Lager - Euro","2.5634","2374",
"1434808","Kekkonen Mellan?l","4,2","20","saimaan-juomatehdas-kekkonen-mellanol","Lager - Vienna","2.67017","2164",
"992160","Alice Porter","5,2","55","brewdog-alice-porter","Porter - Baltic","3.60563","6487",
"223376","Monteith's India Pale Ale (IPA)","5,5","35","monteith-s-brewing-co-monteith-s-india-pale-ale-ipa","IPA - English","3.12072","23108",
"1023605","Prykmestar P??si?isporter","7,5","25","vakka-suomen-panimo-osakeyhtio-prykmestar-paasiaisporter","Porter - Other","3.33722","880",
"998392","Restorative Beverage For Invalids And Convalescents","8,7","100","brewdog-restorative-beverage-for-invalids-and-convalescents","IPA - English","3.99566","7201",
"955167","Amber Ale","5,1","25","fourpure-brewing-co-amber-ale","Red Ale - American Amber / Red","3.42333","2452",
"14814","Winter Solstice","6,9","5","anderson-valley-brewing-company-winter-solstice","Winter Warmer","3.64678","55625",
"259256","Nova Noire","4,7","28","demory-paris-nova-noire","Schwarzbier","3.04931","948",
"1023356","TUFF Hop","9","90","hiisi-tuff-hop","IPA - Imperial / Double","3.83871","279",
"9657","Big Wave Golden Ale","4,4","20","kona-brewing-company-big-wave-golden-ale","Golden Ale","3.52887","225380",
"11934","Saint Petersburg","7,4","0","thornbridge-brewery-saint-petersburg","Stout - Russian Imperial","3.7538","7758",
"443597","7:45 Escalation","8,3","83","crew-republic-7-45-escalation","IPA - Imperial / Double","3.80493","11924",
"727016","Game Brewery Rye Pale Ale","5,3","40","hiisi-game-brewery-rye-pale-ale","Rye Beer","3.35263","285",
"505207","Imperial Stout Limited Edition","10,7","60","fuller-smith-and-turner-imperial-stout-limited-edition","Stout - Russian Imperial","4.06981","7821",
"3787","Golden Monkey","9,5","25","victory-brewing-company-golden-monkey","Belgian Tripel","3.78212","175861",
"954764","Erik the Red","6","0","mikkeller-erik-the-red","Red Ale - American Amber / Red","3.56576","2323",
"8843","Fire Rock","5,8","35","kona-brewing-company-fire-rock","Pale Ale - American","3.46262","123361",
"991360","Two Bad! India Stout","5","50","hiisi-two-bad-india-stout","Stout - Other","3.2459","61",
"48269","Axe Edge","6,8","73","buxton-brewery-axe-edge","IPA - American","3.87392","15611",
"17259","Efes Pilsen","5","0","anadolu-efes-efes-pilsen","Pilsner - Other","2.92697","45682",
"960132","Aarni","6,9","72","hiisi-aarni","Rye Beer","3.66634","1781",
"627935","Stout","4,5","36","bryggeri-helsinki-stout","Stout - Irish Dry","3.20595","925",
"803871","Pumpkin Ale (4.7%)","4,7","0","stallhagen-pumpkin-ale-4-7","Pumpkin / Yam Beer","2.77872","235",
"965832","Brewer's Special Saison","6","45","saimaan-juomatehdas-brewer-s-special-saison","Saison / Farmhouse Ale","3.1956","579",
"965856","Imperial Porter","9,5","30","stadin-panimo-imperial-porter","Porter - Imperial / Double","3.62927","439",
"965858","Kanttori","6,8","20","bryggeri-helsinki-kanttori","Belgian Dubbel","3.11161","448",
"46417","Gambrinus Premium","5","0","plzensky-prazdroj-gambrinus-premium","Pilsner - Czech","3.16378","8791",
"64891","Svijansk? M?z","4,8","0","svijany-svijansky-maz","Pilsner - Czech","3.19381","4663",
"171323","Excelent","4,7","0","plzensky-prazdroj-excelent","Pilsner - Czech","2.96179","2820",
"207015","Smirnoff Ice (US Only)","4,5","0","smirnoff-smirnoff-ice-us-only","Malt Liquor ","2.59729","9068",
"168569","Wild River","4,2","0","fuller-smith-and-turner-wild-river","Pale Ale - American","3.45143","13960",
"494282","Past Masters 1966 Strong Ale","7,3","0","fuller-smith-turner-past-masters-1966-strong-ale","Strong Ale - English","3.68843","1271",
"929498","Russian Ale","6","0","stallhagen-russian-ale","Rye Beer","3.35572","577",
"335801","Saku Kodu?lu","4,8","0","saku-olletehase-carlsberg-group-saku-koduolu","Sahti","3.20358","307",
"962599","American Stout","0","0","panimo-and-tislaamo-teerenpeli-american-stout","Stout - American","3.4375","56",
"775514","Sandels 5.3%","5,3","30","olvi-sandels-5-3","Lager - Pale","2.79573","1394",
"2762","London Pride","4,1","0","fuller-smith-turner-london-pride","English Bitter","3.436","108915",
"23580","Kru?ovice Imperial 5.0%","5","28","heineken-ceska-republika-krusovice-imperial-5-0","Pilsner - Czech","3.17374","27403",
"882435","Jouluolut 2016","4,2","0","olutpaja-jouluolut-2016","Winter Ale","3.1039","385",
"955171","Kaislan K-18 Juhlaportteri","6","0","panimoravintola-beer-hunter-s-kaislan-k-18-juhlaportteri","Porter - Other","3.56068","103",
"959475","American Dark Ale","5,9","64","oppigards-bryggeri-american-dark-ale","IPA - Black / Cascadian Dark Ale","3.48773","611",
"874498","Tolkku","4,7","20","saimaan-juomatehdas-tolkku","Pale Ale - American","2.84705","474",
"899785","Palokka Rospuutto","4,3","0","hiisi-palokka-rospuutto","Smoked Beer","3.10606","33",
"355800","Pils","4,5","35","bryggeri-helsinki-pils","Pilsner - German","3.12798","1512",
"945060","Musta Munkki","9","88","hiisi-musta-munkki","Stout - Imperial / Double","3.76678","864",
"453","Old Slug","4,5","0","rch-brewery-old-slug","Porter - English","3.50911","1867",
"816127","Cap Dog","9","100","brewdog-cap-dog","IPA - Black / Cascadian Dark Ale","3.66949","3366",
"754519","American Imperial IPA","10,5","0","stadin-panimo-american-imperial-ipa","IPA - Imperial / Double","3.61165","103",
"307109","Ond","6,3","43","brauhaus-bevog-ond","Smoked Beer","3.55807","4809",
"798757","Kievari Tuomas 2014","5,4","28","laitilan-wirvoitusjuomatehdas-kievari-tuomas-2014","Saison / Farmhouse Ale","3.04561","570",
"1221","Horny Devil","10","25","alesmith-brewing-company-horny-devil","Belgian Strong Golden Ale","3.85211","21142",
"738580","Peanut Butter Brown Ale (Charlie Brown)","6,2","0","thornbridge-brewery-peanut-butter-brown-ale-charlie-brown","Brown Ale - English","3.44573","2718",
"392354","AMARSI","8,1","66","himburgs-braukunstkeller-amarsi","IPA - Imperial / Double","3.77342","8913",
"915645","Cometh IPA","7,2","85","stadin-panimo-cometh-ipa","IPA - American","3.70872","109",
"869831","Laus Quadrupel","9","35","hiisi-laus-quadrupel","Belgian Quad","3.35769","260",
"174509","Finkbr?u Alkoholfrei","0,5","0","lindenbrauerei-unna-oetker-finkbrau-alkoholfrei","Non-Alcoholic","1.44994","799",
"256473","Munkintie","6,7","0","rekolan-panimo-munkintie","Brown Ale - Belgian","3.26938","903",
"2395","Rothaus Pils / Tannen Z?pfle","5,1","32","badische-staatsbrauerei-rothaus-rothaus-pils-tannen-zapfle","Pilsner - German","3.47294","28383",
"12059","Sinebrychoff Porter","7,2","45","sinebrychoff-sinebrychoff-porter","Porter - Baltic","3.5776","10058",
"1517","Andechser Doppelbock Dunkel","7,1","0","klosterbrauerei-andechs-andechser-doppelbock-dunkel","Doppelbock ","3.79429","22927",
"511","Spezial","5,2","22","alpirsbacher-klosterbrau-spezial","Lager - Dortmunder / Export","3.39588","2341",
"55933","Andechser Spezial Hell Festbier","5,8","17","klosterbrauerei-andechs-andechser-spezial-hell-festbier","Festbier","3.57157","6298",
"243509","Jouluolut","4,7","23","olvi-jouluolut","Lager - Winter","2.53139","900",
"898659","Boheemi Papu","6,2","0","hiisi-boheemi-papu","Stout - Oatmeal","3.36264","91",
"755444","Brewer's Special India Pale Ale","4,7","50","saimaan-juomatehdas-brewer-s-special-india-pale-ale","IPA - Session / India Session Ale","3.0773","2487",
"1707","St Edmund's Golden Beer","4,2","0","greene-king-st-edmund-s-golden-beer","Golden Ale","3.19449","6801",
"755408","Brewer's Special American Red Ale","4,7","40","saimaan-juomatehdas-brewer-s-special-american-red-ale","Red Ale - American Amber / Red","3.07783","2030",
"594435","Oxfordshire Quadruple Strong Ale","12","0","ridgeway-brewing-oxfordshire-quadruple-strong-ale","Strong Ale - English","3.25","678",
"1579","Gouden Carolus Christmas / No?l","10,5","11","brouwerij-het-anker-gouden-carolus-christmas-noel","Belgian Strong Dark Ale","3.60588","27283",
"38060","Kukko Pils","4,5","35","laitilan-wirvoitusjuomatehdas-kukko-pils","Pilsner - Other","2.82635","4712",
"2560","London Porter","5,4","0","fuller-smith-turner-london-porter","Porter - English","3.72559","55254",
"854654","Jolly Bock","6,5","0","stallhagen-jolly-bock","Bock","3.33759","411",
"486586","Julehumle","6","50","hornbeer-julehumle","IPA - American","3.67095","3330",
"665507","Savuviski Stout","8","30","stadin-panimo-savuviski-stout","Stout - Other","3.48913","69",
"12029","Insanely Bad Elf","11,2","0","ridgeway-brewing-insanely-bad-elf","Barleywine - English","3.32005","4625",
"747052","Lupulingus","9","101","epic-brewing-company-lupulingus","IPA - Imperial / Double","4.16673","2522",
"47923","Hop Zombie","8,5","90","epic-brewing-company-hop-zombie","IPA - Imperial / Double","4.1335","12343",
"859793","Santa's Little Helper (2014)","10,9","0","mikkeller-santa-s-little-helper-2014","Belgian Strong Dark Ale","3.70602","5531",
"860750","Kaksi Kotia: Pihlajanmarja Saison","6,3","30","rekolan-panimo-kaksi-kotia-pihlajanmarja-saison","Saison / Farmhouse Ale","3.07743","113",
"477","Criminally Bad Elf","10,5","0","ridgeway-brewing-criminally-bad-elf","Barleywine - English","3.43133","5330",
"112569","Schremser Weihnachtsbr?u","7,1","0","bierbrauerei-schrems-schremser-weihnachtsbrau","Bock","3.36592","289",
"784958","Bukke Pral","5,6","0","grauballe-bryghus-bukkepral","Scottish Ale","3.0261","182",
"7078","Brrr Seasonal Ale","7,2","50","widmer-brothers-brewing-brrr-seasonal-ale","Winter Ale","3.4299","35550",
"30101","Kozel 11","4,6","0","pivovar-velke-popovice-kozel-11","Pilsner - Czech","3.14387","7571",
"473335","Winter Eko","4,5","0","slottskallans-bryggeri-winter-eko","Lager - Winter","2.83423","2039",
"113876","Kiss Destroyer","4,7","0","kronleins-bryggeri-kiss-destroyer","Lager - Euro","2.39974","1895",
"864365","MuKaVa","4,5","0","hiisi-mukava","Stout - Milk / Sweet","2.96429","21",
"7988","Ola Dubh 12 Year Special Reserve","10,5","40","harviestoun-brewery-ola-dubh-12-year-special-reserve","Porter - Imperial / Double","4.03391","15812",
"93757","Finlandia Sahti","8","0","finlandia-sahti-finlandia-sahti","Sahti","3.25833","630",
"1013","Dirty Bastard","8,5","50","founders-brewing-co-dirty-bastard","Scotch Ale / Wee Heavy","3.79221","193217",
"882468","Vihre? Haltiatar (Saison D'Absinthe)","6,2","20","hiisi-vihrea-haltiatar-saison-d-absinthe","Saison / Farmhouse Ale","3.1276","96",
"808965","Amber Ale","4,5","46","maku-brewing-amber-ale","Red Ale - American Amber / Red","3.24314","2735",
